"","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Ratings.Source","Ratings.Value","Metascore","imdbRating","imdbVotes","imdbID","Type","tomatoMeter","tomatoImage","tomatoRating","tomatoReviews","tomatoFresh","tomatoRotten","tomatoConsensus","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","tomatoURL","DVD","BoxOffice","Production","Website","Response"
"58","Iron Man","2008","PG-13","02 May 2008","126 min","Action, Adventure, Sci-Fi","Jon Favreau","Mark Fergus (screenplay), Hawk Ostby (screenplay), Art Marcum (screenplay), Matt Holloway (screenplay), Stan Lee (characters), Don Heck (characters), Larry Lieber (characters), Jack Kirby (characters)","Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.","English, Persian, Urdu, Arabic, Hungarian","USA","Nominated for 2 Oscars. Another 19 wins & 65 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_SX300.jpg","Internet Movie Database","7.9/10","79","7.9","742,273","tt0371746","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/iron_man/","30 Sep 2008","$318,298,180","Paramount Pictures","http://www.ironmanmovie.com/","True"
"59","The Dark Knight","2008","PG-13","18 Jul 2008","152 min","Action, Crime, Drama","Christopher Nolan","Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Nolan (story), David S. Goyer (story), Bob Kane (characters)","Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine","When the menace known as the Joker emerges from his mysterious past, he wreaks havoc and chaos on the people of Gotham, the Dark Knight must accept one of the greatest psychological and physical tests of his ability to fight injustice.","English, Mandarin","USA, UK","Won 2 Oscars. Another 151 wins & 153 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_SX300.jpg","Internet Movie Database","9.0/10","82","9.0","1,802,351","tt0468569","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/the_dark_knight/","09 Dec 2008","$533,316,061","Warner Bros. Pictures/Legendary","http://thedarkknight.warnerbros.com/","True"
"60","Indiana Jones and the Kingdom of the Crystal Skull","2008","PG-13","22 May 2008","122 min","Action, Adventure, Fantasy","Steven Spielberg","David Koepp (screenplay), George Lucas (story), Jeff Nathanson (story), George Lucas (characters), Philip Kaufman (characters)","Harrison Ford, Cate Blanchett, Karen Allen, Shia LaBeouf","Famed archaeologist/adventurer Dr. Henry ""Indiana"" Jones is called back into action when he becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.","English, German, Russian","USA","Nominated for 1 BAFTA Film Award. Another 10 wins & 34 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxNDUxNzcyMl5BMl5BanBnXkFtZTcwNTgwOTI3MQ@@._V1_SX300.jpg","Internet Movie Database","6.2/10","65","6.2","352,886","tt0367882","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/indiana_jones_and_the_kingdom_of_the_crystal_skull/","14 Oct 2008","$316,957,122","Paramount Pictures","http://www.indianajones.com/","True"
"61","Brave","2012","PG","22 Jun 2012","93 min","Animation, Adventure, Comedy","Mark Andrews, Brenda Chapman, Steve Purcell","Brenda Chapman (story by), Mark Andrews (screenplay), Steve Purcell (screenplay), Brenda Chapman (screenplay), Irene Mecchi (screenplay)","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.","English","USA","Won 1 Oscar. Another 18 wins & 48 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMzgwODk3ODA1NF5BMl5BanBnXkFtZTcwNjU3NjQ0Nw@@._V1_SX300.jpg","Internet Movie Database","7.2/10","69","7.2","295,710","tt1217209","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/brave_2012/","13 Nov 2012","$237,282,182","Walt Disney Pictures","http://disney.go.com/brave/?cmp=wdsmp_brv_url_dcombrave","True"
"62","Star Trek Beyond","2016","PG-13","22 Jul 2016","122 min","Action, Adventure, Sci-Fi","Justin Lin","Simon Pegg, Doug Jung, Gene Roddenberry (based upon ""Star Trek"" created by)","Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana","The U.S.S. Enterprise crew explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test.","English","USA, Hong Kong, China","Nominated for 1 Oscar. Another 2 wins & 25 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BZDRiOGE5ZTctOWIxOS00MWQwLThlMDYtNWIwMDQwNzBjZDY1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg","Internet Movie Database","7.1/10","68","7.1","171,483","tt2660888","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/star_trek_beyond/","01 Nov 2016","$158,804,470","Paramount Pictures","http://www.startrekmovie.com/","True"
"63","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","2005","PG","09 Dec 2005","143 min","Adventure, Family, Fantasy","Andrew Adamson","Ann Peacock (screenplay), Andrew Adamson (screenplay), Christopher Markus (screenplay), Stephen McFeely (screenplay), C.S. Lewis (book)","Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell","Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.","English, German","USA, UK","Won 1 Oscar. Another 14 wins & 47 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0NTUwMTU5OV5BMl5BanBnXkFtZTcwNjAwNzQzMw@@._V1_SX300.jpg","Internet Movie Database","6.9/10","75","6.9","306,122","tt0363771","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/chronicles_of_narnia_lion_witch_wardrobe/","04 Apr 2006","$291,685,219","Buena Vista","http://www.narnia.com/","True"
"64","Maleficent","2014","PG","30 May 2014","97 min","Action, Adventure, Family","Robert Stromberg","Linda Woolverton (screenplay), Charles Perrault (based on ""La Belle au bois dormant"" written by)","Angelina Jolie, Elle Fanning, Sharlto Copley, Lesley Manville","A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.","English","USA","Nominated for 1 Oscar. Another 10 wins & 41 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMzAzMzExOF5BMl5BanBnXkFtZTgwOTcwMDA5MTE@._V1_SX300.jpg","Internet Movie Database","7.0/10","56","7.0","270,950","tt1587310","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/maleficent_2014/","04 Nov 2014","$190,871,149","Walt Disney Pictures","http://disney.com/Maleficent","True"
"65","WALL·E","2008","G","27 Jun 2008","98 min","Animation, Adventure, Family","Andrew Stanton","Andrew Stanton (original story by), Pete Docter (original story by), Andrew Stanton (screenplay), Jim Reardon (screenplay)","Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard","In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.","English","USA","Won 1 Oscar. Another 90 wins & 90 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_SX300.jpg","Internet Movie Database","8.4/10","94","8.4","782,275","tt0910970","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/wall_e/","18 Nov 2008","$223,749,872","Walt Disney Pictures","http://www.wall-e.com/","True"
"66","Rush Hour 3","2007","PG-13","10 Aug 2007","91 min","Action, Comedy, Crime","Brett Ratner","Jeff Nathanson, Ross LaManna (characters)","Chris Tucker, Jackie Chan, Max von Sydow, Hiroyuki Sanada","After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads' secret leaders.","English, French, Japanese, Mandarin, Latin","USA, Germany","9 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0Nzg5NjQ0MDBeQTJeQWpwZ15BbWU3MDE4Mzg5NDE@._V1_SX300.jpg","Internet Movie Database","6.2/10","44","6.2","127,774","tt0293564","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/rush_hour_3/","18 Dec 2007","$140,080,850","New Line Cinema","http://www.rushhourmovie.com/","True"
"67","The Legend of Tarzan","2016","PG-13","01 Jul 2016","110 min","Action, Adventure, Drama","David Yates","Adam Cozad (screenplay), Craig Brewer (screenplay), Craig Brewer (story by), Adam Cozad (story by), Edgar Rice Burroughs (based on the ""Tarzan"" stories created by)","Alexander Skarsgård, Rory J. Saper, Christian Stevens, Christoph Waltz","Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.","English","UK, Canada, USA","1 win & 4 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMzY3OTI0OTcyMF5BMl5BanBnXkFtZTgwNjkxNTAwOTE@._V1_SX300.jpg","Internet Movie Database","6.3/10","44","6.3","121,468","tt0918940","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/tarzan_2016/","11 Oct 2016","$126,585,313","Lionsgate Pictures","http://legendoftarzan.com/","True"
"68","Hugo","2011","PG","23 Nov 2011","126 min","Adventure, Drama, Family","Martin Scorsese","John Logan (screenplay), Brian Selznick (book)","Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chloë Grace Moretz","In Paris in 1931, an orphan named Hugo Cabret who lives in the walls of a train station is wrapped up in a mystery involving his late father and an automaton.","English","USA","Won 5 Oscars. Another 57 wins & 185 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzNzk5MzgyNF5BMl5BanBnXkFtZTcwOTE4NDU5Ng@@._V1_SX300.jpg","Internet Movie Database","7.5/10","83","7.5","260,429","tt0970179","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/hugo/","28 Feb 2012","$73,820,094","Paramount Studios","http://www.hugomovie.com/","True"
